age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,label
49,9,1,1,0,673,1,0,19,1,501,2,-1,0,0
49,9,0,1,0,5,0,0,19,1,131,2,-1,0,0
45,0,1,1,0,740,0,1,19,1,109,2,-1,0,0
56,0,1,1,0,33,1,0,19,1,97,2,-1,0,0
39,9,1,1,0,61,0,0,19,1,339,2,-1,0,0
60,9,1,1,0,-410,0,0,19,1,143,2,-1,0,0
47,4,0,2,0,83,0,0,19,1,149,2,-1,0,0
30,9,2,1,0,126,0,0,19,1,256,2,-1,0,0
57,3,1,0,0,1183,0,0,19,1,111,4,-1,0,0
33,9,2,2,0,27,0,0,19,1,332,2,-1,0,0
41,9,1,1,0,240,0,0,19,1,290,2,-1,0,0
51,4,1,2,0,401,0,0,19,1,80,6,-1,0,0
48,9,1,2,0,0,0,0,19,1,58,2,-1,0,0
57,5,1,0,0,3288,0,0,19,1,186,4,-1,0,0
42,6,1,1,0,95,0,0,19,1,119,6,-1,0,0
45,0,1,1,0,0,0,0,19,1,145,10,-1,0,0
58,4,1,2,0,172,0,0,19,1,145,7,-1,0,0
46,4,0,1,0,558,0,0,19,1,126,6,-1,0,0
32,4,1,2,0,644,0,0,19,1,100,2,-1,0,0
31,9,1,1,0,7369,0,0,19,1,204,4,-1,0,0
30,4,1,2,0,0,0,0,19,1,178,2,-1,0,0
42,4,0,2,0,0,0,0,19,1,225,4,-1,0,0
46,9,2,1,0,182,0,0,19,1,160,4,-1,0,0
38,4,2,2,0,231,0,0,19,1,118,2,-1,0,0
55,4,1,2,0,2537,0,0,19,1,97,5,-1,0,0
39,4,1,2,0,5495,1,0,19,1,391,6,-1,0,0
34,9,2,1,0,0,0,0,19,1,130,2,-1,0,0
36,10,0,2,0,734,0,0,19,1,276,2,-1,0,0
48,9,1,2,0,348,0,0,19,1,159,4,-1,0,0
36,4,1,2,0,61,0,1,19,1,452,2,-1,0,0
42,4,1,2,0,356,0,0,19,1,129,4,-1,0,0
40,4,1,2,0,51,0,0,19,1,164,2,-1,0,0
30,6,1,2,0,1596,1,0,19,1,195,2,-1,0,0
32,2,1,2,0,0,0,0,19,1,167,2,-1,0,0
42,4,1,1,0,1079,0,0,19,1,117,6,-1,0,0
36,9,1,1,0,632,1,0,19,1,306,2,-1,0,0
55,0,1,0,0,0,1,0,19,1,55,4,-1,0,0
40,4,1,2,0,254,0,0,19,1,194,2,-1,0,0
33,4,1,2,0,801,0,0,19,1,133,4,-1,0,0
31,4,2,2,0,-446,0,0,19,1,156,4,-1,0,0
32,9,1,1,0,4133,0,0,19,1,175,6,-1,0,0
52,9,1,1,0,2095,1,1,19,1,419,4,-1,0,0
32,9,2,1,0,10,0,0,19,1,190,2,-1,0,0
58,0,1,0,0,0,0,0,19,1,109,6,-1,0,0
56,4,1,2,0,1282,0,0,19,1,323,4,-1,0,0
41,9,1,1,0,712,0,0,19,1,409,2,-1,0,0
54,3,1,0,0,127,0,0,19,1,176,4,-1,0,0
41,9,1,1,0,-1,0,1,19,1,406,2,-1,0,0
39,3,1,0,0,0,1,0,19,1,92,4,-1,0,0
56,4,1,2,0,982,0,0,19,1,113,6,-1,0,0
60,6,1,2,0,2149,0,0,19,1,222,4,-1,0,0
33,4,2,2,0,3655,0,0,19,1,183,20,-1,0,0
34,9,2,1,0,52,0,0,19,1,90,4,-1,0,0
57,4,1,2,0,0,0,0,19,1,188,4,-1,0,0
33,4,0,2,0,0,1,1,19,1,275,8,-1,0,0
36,9,2,1,0,818,1,1,19,1,96,4,-1,0,0
42,9,0,1,0,12584,0,0,19,1,21,25,-1,0,0
42,9,0,1,0,248,0,0,19,1,163,4,-1,0,0
53,7,1,1,0,139,1,0,19,1,28,17,-1,0,0
43,4,2,2,0,483,0,0,19,1,950,6,-1,0,1
60,5,1,0,0,600,0,0,19,1,99,6,-1,0,0
36,9,1,1,0,0,0,0,19,1,120,6,-1,0,0
55,4,0,2,0,17,0,0,19,1,129,4,-1,0,0
56,9,1,1,0,64,0,0,19,1,35,4,-1,0,0
37,2,1,1,0,46,0,1,19,1,119,4,-1,0,0
34,9,0,2,0,66,0,1,19,1,74,2,-1,0,0
57,0,1,1,0,2120,0,0,19,1,687,4,-1,0,1
51,0,1,1,0,91,0,0,19,1,224,2,-1,0,0
30,4,2,2,0,0,0,0,19,1,292,2,-1,0,0
48,1,1,1,0,3,0,1,19,1,289,2,-1,0,0
30,9,1,1,0,27,1,0,19,1,163,2,-1,0,0
31,4,2,2,0,0,0,0,19,1,155,4,-1,0,0
34,9,1,2,0,5547,1,0,19,1,73,6,-1,0,0
40,4,2,2,0,171,0,0,19,1,1241,3,-1,0,0
35,9,1,1,0,141,1,0,19,1,299,2,-1,0,0
36,9,1,2,0,60,0,0,19,1,209,2,-1,0,0
49,0,1,2,0,8413,0,0,19,1,131,6,-1,0,0
36,9,1,2,0,71,0,0,19,1,587,2,-1,0,0
58,4,1,2,0,3228,0,0,19,1,58,2,-1,0,0
52,6,1,2,0,605,0,0,19,1,191,4,-1,0,0
39,4,2,2,1,-401,1,0,19,1,274,4,-1,0,0
53,0,1,1,0,172,0,0,19,1,80,6,-1,0,0
51,4,0,2,0,45,0,0,19,1,95,4,-1,0,0
46,4,1,2,0,71,1,0,19,1,220,4,-1,0,0
32,9,1,1,0,266,1,0,19,1,168,2,-1,0,0
33,9,0,1,0,295,0,0,19,1,360,2,-1,0,0
33,4,1,2,0,808,1,0,19,1,12,16,-1,0,0
31,4,2,2,0,0,0,0,19,1,133,2,-1,0,0
37,9,2,2,0,971,0,0,19,1,120,6,-1,0,0
46,9,2,1,0,401,0,0,19,1,69,2,-1,0,0
44,9,1,1,0,1127,1,0,19,1,82,8,-1,0,0
52,9,0,2,0,0,0,0,19,1,119,2,-1,0,0
40,11,1,2,0,119,0,0,19,1,258,2,-1,0,0
50,1,1,0,0,-1,0,0,19,1,195,2,-1,0,0
43,3,0,2,0,42,1,0,19,1,696,2,-1,0,0
30,9,1,1,0,-189,0,0,19,1,105,2,-1,0,0
57,4,1,2,0,929,0,0,19,1,387,8,-1,0,0
48,9,0,2,0,83,0,1,19,1,243,6,-1,0,0
51,1,1,1,0,950,0,0,19,1,377,2,-1,0,0
40,9,0,1,0,0,0,0,19,1,60,2,-1,0,0
34,9,1,1,0,56,0,0,19,1,91,2,-1,0,0
43,9,1,1,0,0,0,0,19,1,103,2,-1,0,0
57,9,0,2,0,114,0,0,19,1,281,2,-1,0,0
45,1,1,0,0,487,1,0,19,1,110,4,-1,0,0
53,4,1,2,0,261,0,0,19,1,100,2,-1,0,0
40,4,1,2,0,409,0,0,19,1,111,2,-1,0,0
55,4,1,2,0,-408,0,0,19,1,528,9,-1,0,0
31,9,1,1,0,0,0,1,19,1,144,4,-1,0,0
34,9,2,2,0,82,0,0,19,1,292,4,-1,0,0
30,9,2,1,0,5,0,0,19,1,120,6,-1,0,0
45,0,1,1,0,251,1,0,19,1,102,2,-1,0,0
45,1,1,0,0,0,0,0,19,1,92,2,-1,0,0
43,9,1,1,0,227,1,1,19,1,124,2,-1,0,0
45,4,2,1,0,451,1,0,19,1,142,2,-1,0,0
55,5,1,1,0,168,0,0,19,1,79,2,-1,0,0
58,5,1,1,0,0,0,0,19,1,153,2,-1,0,0
33,1,1,2,0,1465,0,0,19,1,98,4,-1,0,0
31,9,1,1,0,297,0,0,19,1,551,4,-1,0,0
36,0,0,1,0,11,0,0,19,1,97,2,-1,0,0
34,4,2,2,0,-292,1,0,19,1,181,6,-1,0,0
39,4,1,2,0,1373,0,0,19,1,386,2,-1,0,0
39,4,1,2,0,88,0,0,19,1,349,4,-1,0,0
50,0,1,1,0,-1415,0,0,19,1,358,2,-1,0,0
42,9,0,1,0,58,0,0,19,1,153,2,-1,0,0
57,5,1,1,0,-133,0,0,19,1,197,2,-1,0,0
60,5,1,0,0,420,0,0,19,1,245,2,-1,0,0
33,6,1,1,0,47,0,0,19,1,168,2,-1,0,0
39,9,2,1,0,1,0,0,19,1,111,2,-1,0,0
59,5,1,0,0,0,0,0,19,1,288,2,-1,0,0
30,9,2,1,0,8,0,0,19,1,28,17,-1,0,0
53,9,1,1,0,3429,0,0,19,1,280,4,-1,0,0
30,4,2,2,0,-58,0,1,19,1,15,18,-1,0,0
47,0,1,1,0,5401,0,0,19,1,824,2,-1,0,0
32,4,2,2,0,1625,1,0,19,1,451,6,-1,0,0
54,9,0,1,0,-291,0,0,19,1,99,2,-1,0,0
56,4,1,2,0,0,0,0,19,1,486,4,-1,0,0
32,9,2,1,0,29,0,0,19,1,156,2,-1,0,0
33,4,2,2,0,0,0,0,19,1,53,4,-1,0,0
46,9,1,1,0,966,1,1,19,1,40,2,-1,0,0
46,4,1,2,0,0,0,0,19,1,328,1,-1,0,0
33,9,1,1,1,18,0,1,19,1,19,18,-1,0,0
35,4,1,2,0,86,1,0,19,1,144,3,-1,0,0
46,9,2,1,0,0,0,0,19,1,42,1,-1,0,0
35,4,1,2,0,299,0,0,19,1,1059,5,-1,0,0
33,9,1,1,0,2666,0,0,19,1,117,3,-1,0,0
52,4,1,2,0,7135,0,0,19,1,1032,3,-1,0,1
31,9,1,1,0,1072,0,0,19,1,141,3,-1,0,0
32,9,1,2,0,60,0,0,19,1,153,7,-1,0,0
56,9,0,1,0,5,0,0,19,1,98,1,-1,0,0
49,1,1,3,0,5,0,0,19,1,202,1,-1,0,0
34,9,2,1,0,179,0,0,19,1,294,3,-1,0,0
56,6,1,3,0,0,0,0,19,1,130,1,-1,0,0
34,4,1,2,0,46,0,0,19,1,729,5,-1,0,0
33,9,2,2,0,123,0,0,19,1,264,1,-1,0,0
52,4,2,2,0,1205,0,0,19,1,18,20,-1,0,0
58,5,1,2,0,258,0,1,19,1,285,1,-1,0,0
42,9,2,1,0,3,0,0,19,1,367,1,-1,0,0
32,4,2,2,0,0,0,0,19,1,178,1,-1,0,0
32,9,1,1,0,0,0,0,19,1,87,1,-1,0,0
43,4,0,2,0,3820,0,0,19,1,86,5,-1,0,0
33,9,2,1,0,268,0,0,19,1,255,1,-1,0,0
46,9,1,1,0,167,0,0,19,1,155,3,-1,0,0
47,9,0,1,0,266,0,0,19,1,88,1,-1,0,0
39,9,2,1,0,-225,0,0,19,1,220,1,-1,0,0
52,4,0,2,0,96,0,0,19,1,134,1,-1,0,0
42,4,1,2,0,559,0,0,19,1,88,1,-1,0,0
48,1,1,0,0,347,0,0,19,1,199,3,-1,0,0
45,1,1,3,0,850,0,0,19,1,211,2,-1,0,0
50,7,1,1,0,128,0,0,19,1,173,1,-1,0,0
35,4,2,2,0,3576,1,0,19,1,68,1,-1,0,0
40,9,1,2,0,0,0,0,19,1,44,1,-1,0,0
41,4,1,2,0,30,0,0,19,1,171,7,-1,0,0
48,1,1,0,0,147,0,0,19,1,158,8,-1,0,0
59,5,1,1,0,19,0,1,19,1,271,3,-1,0,0
47,3,0,1,0,1361,0,0,19,1,59,3,-1,0,0
41,6,1,2,0,57,0,0,19,1,61,5,-1,0,0
36,9,1,1,0,1840,0,0,19,1,61,6,-1,0,0
53,1,1,1,0,20,0,0,19,1,106,7,-1,0,0
57,5,1,1,0,81,0,0,19,1,118,3,-1,0,0
52,9,1,1,0,-240,0,0,19,1,392,3,-1,0,0
43,9,1,1,0,0,0,0,19,1,313,3,-1,0,0
30,4,1,2,0,151,0,0,19,1,82,4,-1,0,0
51,3,0,2,0,370,1,0,19,1,109,3,-1,0,0
33,9,1,1,0,0,0,0,19,1,78,3,-1,0,0
47,11,1,3,0,497,0,0,19,1,135,3,-1,0,0
41,9,2,2,0,15302,0,0,19,1,121,4,-1,0,0
39,4,1,2,0,218,0,0,19,1,97,9,-1,0,0
31,4,1,2,0,50,0,0,19,1,37,5,-1,0,0
50,9,1,2,0,329,0,0,19,1,329,4,-1,0,0
46,1,1,1,0,1109,1,0,19,1,221,12,-1,0,0
44,4,1,2,0,1802,0,0,19,1,105,5,-1,0,0
53,6,1,2,0,2013,0,0,19,1,268,14,-1,0,0
53,0,1,3,0,0,0,0,19,1,160,3,-1,0,0
43,9,0,1,0,0,0,0,19,1,332,3,-1,0,0
50,7,1,1,0,1687,0,0,19,1,205,5,-1,0,0
47,7,1,1,0,459,0,0,19,1,599,3,-1,0,0
47,4,1,2,0,600,0,0,19,1,290,15,-1,0,1
36,4,1,2,0,85,0,0,19,1,249,3,-1,0,0
56,9,1,1,0,1750,0,0,19,1,629,7,-1,0,0
51,9,1,0,0,260,0,0,19,1,137,2,-1,0,0
48,9,1,1,0,606,1,0,19,1,231,4,-1,0,0
34,9,2,2,0,2671,0,0,19,1,119,9,-1,0,0
43,10,1,1,0,174,0,1,19,1,308,2,-1,0,0
53,9,1,1,0,428,0,0,19,1,609,4,-1,0,0
44,4,1,1,0,238,0,0,19,1,147,3,-1,0,0
33,9,0,2,0,39,0,0,19,1,123,5,-1,0,0
37,9,2,2,0,1661,0,0,19,1,199,5,-1,0,0
38,4,1,2,0,0,0,0,19,1,219,2,-1,0,0
49,4,2,2,0,370,0,0,19,1,386,3,-1,0,0
48,1,1,1,0,0,0,0,19,1,112,7,-1,0,0
56,4,1,2,0,96,1,1,19,1,173,11,-1,0,0
47,9,0,1,0,191,0,0,19,1,228,5,-1,0,0
33,10,1,2,0,123,0,0,19,1,207,3,-1,0,0
42,0,1,1,0,329,0,0,19,1,347,3,-1,0,0
34,0,1,1,0,445,0,0,19,1,256,2,-1,0,0
53,9,1,1,0,1344,0,0,19,1,85,6,-1,0,0
56,3,1,0,0,605,0,0,19,1,207,6,-1,0,0
55,9,0,2,0,1402,0,0,19,1,187,4,-1,0,0
34,4,1,2,0,396,0,1,19,1,166,3,-1,0,0
35,9,0,1,0,82,0,0,19,1,152,3,-1,0,0
33,6,2,2,0,61,0,0,19,1,836,3,-1,0,1
55,1,1,0,0,-1217,1,0,19,1,242,4,-1,0,0
58,1,1,1,0,72,0,0,19,1,235,5,-1,0,0
56,1,1,0,0,2324,1,0,19,1,132,4,-1,0,0
46,6,1,2,0,226,0,0,19,1,561,3,-1,0,0
32,4,1,2,0,5878,0,0,19,1,159,2,-1,0,0
32,9,0,1,0,3345,1,0,19,1,1200,3,-1,0,0
43,9,0,2,0,101,0,0,19,1,173,3,-1,0,0
53,1,1,1,1,-634,0,0,19,1,695,3,-1,0,0
32,9,0,1,0,0,0,0,19,1,103,4,-1,0,0
33,4,1,2,0,1412,1,0,19,1,480,1,-1,0,1
58,5,1,3,0,0,0,0,20,1,46,5,-1,0,0
32,4,2,2,0,1,0,0,20,1,108,5,-1,0,0
47,9,1,1,0,677,0,0,20,1,131,8,-1,0,0
49,1,1,0,0,-165,1,0,20,1,129,4,-1,0,0
46,0,1,1,0,979,1,0,20,1,80,5,-1,0,0
55,9,0,1,0,852,0,0,20,1,83,6,-1,0,0
42,4,1,2,0,7,0,0,20,1,582,7,-1,0,0
52,4,1,1,0,264,0,0,20,1,68,8,-1,0,0
43,6,1,2,0,488,0,0,20,1,190,12,-1,0,0
34,4,1,2,0,1339,0,0,20,1,255,8,-1,0,0
31,9,1,1,0,0,0,0,20,1,117,4,-1,0,0
42,9,1,1,0,233,0,0,20,1,143,4,-1,0,0
58,5,1,1,0,168,0,0,20,1,183,4,-1,0,0
53,4,1,2,0,75,0,0,20,1,216,2,-1,0,0
42,9,1,1,0,439,0,0,20,1,143,2,-1,0,0
48,1,1,0,0,8,0,0,20,1,43,2,-1,0,0
51,9,1,1,0,180,1,0,20,1,154,2,-1,0,0
41,9,0,1,0,52,0,0,20,1,261,2,-1,0,0
41,4,1,2,0,5561,0,0,20,1,649,2,-1,0,1
31,4,1,2,0,11,1,1,20,1,155,2,-1,0,0
47,9,1,1,0,11,0,0,20,1,162,2,-1,0,0
49,7,1,1,0,314,0,0,20,1,30,2,-1,0,0
47,10,1,0,0,798,0,0,20,1,89,2,-1,0,0
46,9,1,2,0,591,0,0,20,1,50,3,-1,0,0
52,1,1,1,0,223,0,0,20,1,81,4,-1,0,0
50,1,1,3,0,452,0,0,20,1,181,2,-1,0,0
48,7,1,1,1,-20,0,0,20,1,142,2,-1,0,0
30,9,2,1,0,3048,0,1,20,1,223,2,-1,0,0
30,9,1,1,0,26,0,0,20,1,55,2,-1,0,0
50,4,0,2,0,30,0,0,20,1,76,2,-1,0,0
33,9,2,1,1,-374,0,1,20,1,160,2,-1,0,0
33,9,1,1,0,956,1,1,20,1,120,2,-1,0,0
45,4,0,2,0,839,1,0,20,1,121,4,-1,0,0
44,9,1,1,0,331,1,0,20,1,256,4,-1,0,0
32,9,2,1,0,0,1,0,20,1,322,2,-1,0,0
44,9,2,1,0,0,0,0,20,1,156,2,-1,0,0
46,4,0,2,0,0,0,0,20,1,50,2,-1,0,0
45,4,0,1,0,705,0,0,20,1,132,4,-1,0,0
47,9,0,1,0,689,0,0,20,1,64,2,-1,0,0
51,0,1,3,1,-12,0,0,20,1,18,7,-1,0,0
31,4,1,1,0,2294,0,0,20,1,483,2,-1,0,0
48,9,0,2,0,375,0,0,20,1,212,2,-1,0,0
53,4,1,2,0,404,0,0,20,1,329,4,-1,0,0
33,4,1,1,1,7,0,1,20,1,239,2,-1,0,0
34,9,1,2,0,0,0,0,20,1,129,2,-1,0,0
40,9,1,1,0,2228,1,0,20,1,150,2,-1,0,0
52,9,1,1,0,-33,0,0,20,1,257,2,-1,0,0
39,4,1,2,0,2320,0,1,20,1,25,2,-1,0,0
40,3,0,1,0,4328,0,0,20,1,133,2,-1,0,0
58,1,1,1,0,1626,0,0,20,1,391,4,-1,0,0
54,3,1,0,0,194,0,0,20,1,127,2,-1,0,0
52,6,1,1,0,-163,1,0,20,1,138,2,-1,0,0
31,9,1,1,0,310,1,0,20,1,228,2,-1,0,0
38,9,2,1,0,367,0,0,20,1,128,2,-1,0,0
39,4,1,2,0,51,0,0,20,1,140,2,-1,0,0
30,9,2,2,0,1,0,0,20,1,88,2,-1,0,0
42,4,1,2,0,160,0,0,20,1,97,2,-1,0,0
57,5,1,0,0,0,0,0,20,1,340,4,-1,0,0
32,9,1,1,0,2802,0,0,20,1,157,2,-1,0,0
53,4,1,2,0,15,0,0,20,1,921,2,-1,0,1
46,4,0,1,0,177,0,0,20,1,84,2,-1,0,0
34,9,2,1,0,0,0,0,20,1,113,2,-1,0,0
42,4,2,1,0,164,0,0,20,1,500,2,-1,0,0
37,4,1,2,0,0,0,0,20,1,179,2,-1,0,0
38,9,2,1,0,260,0,0,20,1,53,2,-1,0,0
42,4,0,2,0,0,1,0,20,1,155,4,-1,0,0
40,0,2,2,0,27,0,0,20,1,467,2,-1,0,1
50,0,1,1,0,1431,0,0,20,1,112,4,-1,0,0
31,11,1,1,0,111,0,0,20,1,70,2,-1,0,0
31,7,1,1,0,182,0,0,20,1,231,2,-1,0,0
38,9,2,1,0,0,0,0,20,1,124,4,-1,0,0
53,1,1,0,0,570,0,0,20,1,158,4,-1,0,0
40,9,2,2,0,47,0,0,20,1,110,4,-1,0,0
37,4,2,2,0,1572,0,0,20,1,90,6,-1,0,0
52,9,0,1,0,511,0,1,20,1,98,4,-1,0,0
37,9,0,1,0,23,0,0,20,1,289,2,-1,0,0
31,9,1,1,0,141,0,0,20,1,110,2,-1,0,0
42,4,2,2,0,227,0,0,20,1,428,8,-1,0,0
53,9,1,1,0,1357,1,0,20,1,123,2,-1,0,0
34,9,1,2,0,2069,0,0,20,1,328,2,-1,0,0
56,0,1,1,0,374,0,0,20,1,193,4,-1,0,0
41,9,0,1,0,75,0,0,20,1,351,2,-1,0,0
38,4,1,1,0,124,0,0,20,1,202,2,-1,0,0
33,4,2,2,0,47,0,0,20,1,203,4,-1,0,0
44,6,1,2,0,1196,0,0,20,1,552,5,-1,0,1
51,10,1,1,0,107,0,0,20,1,79,4,-1,0,0
43,2,1,1,0,469,0,1,20,1,89,2,-1,0,0
32,7,1,1,0,11,0,0,20,1,322,2,-1,0,0
38,9,1,1,0,565,0,0,20,1,93,2,-1,0,0
54,1,1,0,0,2584,0,0,20,1,387,7,-1,0,0
32,4,1,1,0,0,0,0,20,1,162,4,-1,0,0
30,4,2,1,0,46,0,0,20,1,93,4,-1,0,0
42,9,0,1,0,19,0,0,20,1,875,4,-1,0,1
48,0,1,1,0,0,0,0,20,1,108,4,-1,0,0
30,4,1,2,0,1390,0,0,20,1,552,4,-1,0,0
38,9,1,1,0,79,1,0,20,1,209,2,-1,0,0
34,4,1,2,0,0,0,0,20,1,263,2,-1,0,0
30,7,1,1,0,114,0,0,20,1,185,4,-1,0,0
38,4,2,2,0,38,0,0,20,1,105,2,-1,0,0
33,9,1,2,1,56,0,0,20,1,75,2,-1,0,0
38,9,1,2,0,536,0,0,20,1,360,4,-1,0,0
34,9,1,1,0,1194,0,1,20,1,219,2,-1,0,0
39,4,1,2,0,5060,1,0,20,1,157,4,-1,0,0
33,9,1,1,0,0,0,0,20,1,113,4,-1,0,0
34,9,1,2,0,100,0,0,20,1,196,2,-1,0,0
40,4,1,1,0,569,0,0,20,1,129,2,-1,0,0
33,9,2,1,0,541,0,1,20,1,118,2,-1,0,0
42,2,1,0,0,149,0,0,20,1,94,2,-1,0,0
47,7,1,0,0,0,1,1,20,1,138,4,-1,0,0
56,5,1,0,0,681,0,0,20,1,204,4,-1,0,0
34,4,1,2,0,881,0,0,20,1,112,2,-1,0,0
55,1,1,1,0,1218,0,0,20,1,107,2,-1,0,0
55,0,1,1,0,128,0,0,20,1,359,2,-1,0,0
34,9,2,1,0,112,0,0,20,1,123,2,-1,0,0
50,9,1,1,0,-584,0,0,20,1,75,2,-1,0,0
41,9,1,1,0,248,0,0,20,1,156,2,-1,0,0
39,9,2,1,0,0,0,0,20,1,332,4,-1,0,0
33,4,2,2,0,432,0,0,20,1,588,6,-1,0,1
34,3,1,0,0,4,0,0,20,1,55,4,-1,0,0
56,1,1,1,0,300,0,0,20,1,184,3,-1,0,0
32,9,2,1,0,68,0,1,20,1,237,4,-1,0,0
44,4,1,2,0,0,0,0,20,1,122,2,-1,0,0
32,9,2,1,0,-22,1,0,20,1,215,2,-1,0,0
37,9,1,1,0,-318,0,0,20,1,25,20,-1,0,0
39,7,1,2,0,35,0,0,20,1,211,3,-1,0,0
45,4,1,2,0,0,0,0,20,1,71,2,-1,0,0
46,9,1,1,0,78,0,0,20,1,172,2,-1,0,0
36,9,1,1,0,3,0,0,20,1,100,4,-1,0,0
32,4,1,2,0,169,0,1,20,1,119,2,-1,0,0
53,1,1,0,0,-39,1,0,20,1,87,2,-1,0,0
34,9,1,1,0,1553,0,0,20,1,200,2,-1,0,0
51,1,1,1,0,51,0,1,20,1,214,8,-1,0,0
31,4,1,2,0,792,0,0,20,1,763,14,-1,0,1
45,4,0,2,0,-96,0,1,20,1,95,2,-1,0,0
31,4,1,2,0,69,0,0,20,1,195,2,-1,0,0
32,9,1,1,0,20,0,0,20,1,210,2,-1,0,0
42,4,1,2,0,251,0,0,20,1,413,2,-1,0,0
47,3,1,1,0,0,0,0,20,1,97,3,-1,0,0
43,4,1,2,0,2,0,1,20,1,472,2,-1,0,0
37,4,0,1,0,414,0,0,20,1,352,4,-1,0,0
41,9,1,1,0,-4,0,0,20,1,171,6,-1,0,0
32,9,1,2,0,587,0,0,20,1,212,4,-1,0,0
32,9,2,2,0,0,0,0,20,1,72,4,-1,0,0
35,9,1,1,0,1144,0,0,20,1,197,13,-1,0,0
46,1,1,1,0,15,1,1,20,1,76,3,-1,0,0
32,9,1,1,0,687,0,0,20,1,161,4,-1,0,0
42,6,1,2,0,83,1,0,20,1,140,4,-1,0,0
46,7,1,1,0,417,0,0,20,1,81,2,-1,0,0
51,0,1,0,0,173,0,0,20,1,65,2,-1,0,0
51,9,1,1,0,337,1,0,20,1,687,4,-1,0,0
56,7,1,1,0,9,0,1,20,1,285,2,-1,0,0
45,0,1,1,0,638,1,0,20,1,75,9,-1,0,0
37,9,2,1,0,228,1,0,20,1,1740,2,-1,0,0
49,9,1,1,0,51,0,0,20,1,513,4,-1,0,0
41,9,2,1,0,143,0,0,20,1,744,7,-1,0,0
50,1,1,0,0,-219,0,1,20,1,177,2,-1,0,0
36,4,1,2,0,356,0,0,20,1,184,6,-1,0,0
51,9,1,1,0,-153,0,0,20,1,62,4,-1,0,0
33,0,2,1,0,344,1,0,20,1,103,4,-1,0,0
32,4,1,2,0,1014,0,0,20,1,194,6,-1,0,0
32,4,1,2,0,138,0,0,20,1,94,4,-1,0,0
31,4,1,2,0,22546,1,0,20,1,88,4,-1,0,0
31,4,1,2,0,156,0,0,20,1,77,2,-1,0,0
39,3,1,1,0,-146,1,1,20,1,239,2,-1,0,0
39,4,1,2,0,224,0,0,20,1,414,2,-1,0,0
42,3,1,0,0,145,0,0,20,1,252,2,-1,0,0
48,7,1,1,0,109,0,1,20,1,113,4,-1,0,0
43,4,1,2,0,715,0,0,20,1,88,4,-1,0,0
47,9,1,1,0,275,0,0,20,1,447,4,-1,0,0
39,9,1,1,0,49,1,0,20,1,379,4,-1,0,0
36,9,2,1,0,1044,1,0,20,1,15,19,-1,0,0
50,4,1,1,0,2130,0,0,20,1,203,4,-1,0,0
38,4,1,2,0,3440,0,0,20,1,471,10,-1,0,0
39,9,0,1,0,507,0,0,20,1,173,4,-1,0,0
35,9,1,1,0,179,0,1,20,1,82,2,-1,0,0
39,9,1,2,0,93,0,0,20,1,162,2,-1,0,0
46,1,1,0,0,620,1,0,20,1,174,2,-1,0,0
44,9,1,1,0,7649,0,0,20,1,188,6,-1,0,0
53,9,1,2,0,988,0,0,20,1,1408,5,-1,0,1
50,2,0,2,0,101,0,0,20,1,132,2,-1,0,0
60,5,1,1,0,208,0,0,20,1,70,4,-1,0,0
51,1,1,1,0,397,1,0,20,1,293,2,-1,0,0
31,9,1,1,0,0,0,0,20,1,102,2,-1,0,0
49,3,1,1,0,3,0,0,20,1,118,2,-1,0,0
50,1,1,0,0,238,0,0,20,1,584,2,-1,0,0
32,9,2,1,0,116,1,0,20,1,718,2,-1,0,1
37,4,2,2,0,361,0,0,20,1,174,2,-1,0,0
40,9,2,1,0,2244,0,1,20,1,58,2,-1,0,0
50,0,1,1,0,242,1,0,20,1,69,4,-1,0,0
46,7,1,1,1,130,0,0,20,1,95,2,-1,0,0
55,0,1,1,0,51,0,0,20,1,94,2,-1,0,0
60,0,1,2,0,1614,0,0,20,1,921,6,-1,0,1
30,4,1,2,0,294,0,0,20,1,605,4,-1,0,0
35,4,1,2,0,24,1,0,20,1,174,2,-1,0,0
35,9,2,1,0,0,0,0,20,1,111,2,-1,0,0
36,9,1,2,0,0,0,0,20,1,245,1,-1,0,0
47,7,1,1,0,439,1,0,20,1,156,12,-1,0,0
37,4,1,2,0,16,0,0,20,1,280,1,-1,0,0
46,4,1,2,0,110,1,1,20,1,243,5,-1,0,0
32,4,1,2,0,7743,0,0,20,1,358,3,-1,0,0
48,4,2,1,0,-18,1,0,20,1,430,4,-1,0,0
30,9,0,1,0,2403,0,0,20,1,132,2,-1,0,0
49,4,1,2,0,1912,1,0,20,1,380,4,-1,0,0
39,9,1,1,0,0,0,0,20,1,327,3,-1,0,0
33,9,2,1,0,163,1,0,20,1,627,2,-1,0,1
47,7,1,1,0,665,1,0,20,1,251,3,-1,0,0
44,4,1,2,0,5004,0,0,20,1,175,2,-1,0,0
46,1,1,1,0,3547,0,0,20,1,395,6,-1,0,0
36,9,1,1,0,196,1,0,20,1,687,2,-1,0,0
43,9,1,1,0,481,0,0,20,1,196,2,-1,0,0
30,9,2,1,0,790,0,0,20,1,696,3,-1,0,0
37,4,2,2,0,198,0,0,20,1,304,5,-1,0,0
33,4,0,1,0,106,0,0,20,1,175,3,-1,0,0
31,9,2,1,0,159,0,0,20,1,129,1,-1,0,0
41,3,1,1,0,304,0,0,20,1,132,1,-1,0,0
